children,days_employed,dob_years,education,education_id,family_status,family_status_id,gender,income_type,debt,total_income,purpose
0,-8434.660152,41,secondary education,1,married,0,F,employee,0,97028.06217,buy commercial real estate
0,,67,secondary education,1,widow / widower,2,F,retiree,0,,to get asupplementary education
1,-1038.987541,23,secondary education,1,married,0,F,employee,0,50851.71276,buy real estate
1,-6905.740377,46,secondary education,1,married,0,F,employee,1,171959.7175,education
1,-3310.409035,58,secondary education,1,widow / widower,2,F,employee,0,38386.19472,going to university
0,390248.1302,51,secondary education,1,civil partnership,1,M,retiree,0,87939.6962,car purchase
20,-11937.17139,57,secondary education,1,married,0,F,employee,0,133198.3849,building a real estate
1,-710.5079765,36,masters degree,0,married,0,F,civil servant,0,312777.1341,construction of own property
0,,49,secondary education,1,civil partnership,1,F,employee,0,,to have a wedding
0,,50,secondary education,1,unmarried,4,F,employee,0,,property
0,,55,secondary education,1,married,0,M,employee,0,,getting higher education
0,-7186.38122,44,secondary education,1,civil partnership,1,F,employee,0,171371.803,housing transactions
1,-3819.917868,29,secondary education,1,married,0,M,employee,0,216075.3732,housing transactions
0,351695.2072,62,secondary education,1,married,0,F,retiree,0,110836.481,purchase of the house for my family
0,-685.1694764,24,secondary education,1,married,0,F,civil servant,0,66415.98339,purchase of my own house
0,,30,secondary education,1,married,0,F,employee,1,,purchase of a car
0,341299.6838,49,secondary education,1,married,0,M,retiree,0,117835.2968,building a property
0,401271.3638,54,secondary education,1,married,0,F,retiree,0,195466.4942,real estate transactions
0,372523.6157,59,masters degree,0,married,0,F,retiree,0,122828.6235,university education
1,-1015.395451,0,secondary education,1,unmarried,4,M,employee,1,107342.751,purchase of the house
20,346000.4171,61,secondary education,1,widow / widower,2,F,retiree,0,59869.59734,housing transactions
0,-316.4329887,25,bachelor degree,2,civil partnership,1,F,partner,0,181349.2761,buy residential real estate
0,390097.1728,65,secondary education,1,widow / widower,2,F,retiree,1,133670.0522,car
0,-200.813544,28,masters degree,0,married,0,F,civil servant,0,68030.77989,property renovation
0,332152.7581,63,Secondary Education,1,married,0,M,retiree,0,72849.55906,transactions with the residential real estate
0,352247.2461,56,secondary education,1,civil partnership,1,M,retiree,0,128719.6885,buy real estate
2,-3755.603217,33,masters degree,0,married,0,F,employee,0,81862.11208,property
0,-3700.922759,51,MASTERS DEGREE,0,married,0,F,employee,0,174758.6935,car
0,387077.4961,64,secondary education,1,civil partnership,1,F,retiree,0,296479.5961,having a wedding
0,-1267.328826,40,secondary education,1,married,0,F,employee,0,74003.77332,real estate transactions
0,345794.4865,64,SECONDARY EDUCATION,1,married,0,F,retiree,0,111602.1444,buy commercial real estate
2,-593.9597628,31,secondary education,1,married,0,F,employee,0,56443.25593,car purchase
0,,54,secondary education,1,civil partnership,1,F,retiree,0,,property
0,-248.6635422,25,secondary education,1,civil partnership,1,F,employee,0,129674.4426,wedding ceremony
1,396357.2729,43,secondary education,1,civil partnership,1,F,retiree,1,133040.6533,getting an education
1,-1613.455427,57,Masters Degree,0,married,0,M,employee,0,307296.6956,to own a car
0,332961.9337,55,secondary education,1,married,0,F,retiree,0,92921.05895,transactions with my real estate
0,-2793.635709,49,secondary education,1,married,0,M,partner,0,367011.3121,purchase of my own house
1,-3638.513793,44,secondary education,1,married,0,F,employee,0,233803.2037,buy residential real estate
1,-7089.923134,39,masters degree,0,married,0,F,partner,0,96948.4989,housing transactions
0,-1334.724476,25,secondary education,1,married,0,F,partner,0,161044.4649,supplementary education
2,-2031.545649,39,secondary education,1,married,0,M,partner,0,189849.7838,building a property
0,391732.1925,63,masters degree,0,married,0,F,retiree,0,61180.61549,purchase of the house for my family
0,-1810.259288,26,secondary education,1,unmarried,4,M,employee,0,93241.51709,buy residential real estate
0,-2748.166939,43,secondary education,1,unmarried,4,M,civil servant,0,153433.8693,housing
3,-1687.300565,57,masters degree,0,married,0,M,partner,0,334922.3284,buy real estate
0,-378.4229859,24,SECONDARY EDUCATION,1,unmarried,4,M,employee,0,237482.5355,transactions with my real estate
0,332860.5246,49,secondary education,1,married,0,F,retiree,0,175039.2062,going to university
2,-718.2507948,33,masters degree,0,married,0,F,partner,0,120630.9926,supplementary education
0,-2793.468768,38,secondary education,1,civil partnership,1,M,employee,0,161758.0502,wedding ceremony
0,-675.0243284,44,secondary education,1,married,0,M,employee,0,80491.36365,going to university
2,,38,masters degree,0,married,0,M,partner,0,,to become educated
2,-699.0675129,28,masters degree,0,married,0,F,employee,0,81558.06888,buy residential real estate
0,371252.6405,52,secondary education,1,married,0,F,retiree,0,62846.43691,to get asupplementary education
0,-13059.21903,63,masters degree,0,married,0,F,partner,0,132306.5948,buy commercial real estate
2,-950.0473443,37,secondary education,1,married,0,F,employee,0,150360.7002,transactions with the residential real estate
0,-540.8284317,33,secondary education,1,married,0,F,employee,0,127786.0523,buy commercial real estate
2,-880.8398231,29,secondary education,1,civil partnership,1,F,employee,0,265633.3443,housing
1,-386.7761125,37,secondary education,1,married,0,M,partner,0,168553.2035,housing transactions
0,-1878.556359,52,secondary education,1,unmarried,4,F,employee,0,537648.0709,property renovation
1,,26,secondary education,1,married,0,M,employee,0,,purchase of the house for my family
0,-1699.707022,43,secondary education,1,married,0,F,civil servant,0,222694.8996,transactions with my real estate
0,-1034.360017,49,secondary education,1,married,0,F,civil servant,0,154158.5215,to own a car
0,-578.1670516,52,secondary education,1,widow / widower,2,F,civil servant,0,125380.3822,supplementary education
2,-1578.949803,35,secondary education,1,civil partnership,1,F,partner,0,65979.46764,getting an education
0,-1341.690262,30,masters degree,0,unmarried,4,M,partner,0,211090.2178,buy real estate
0,-626.9717491,53,masters degree,0,married,0,F,employee,0,129282.9822,buy real estate
0,363396.6867,67,secondary education,1,married,0,F,retiree,1,169951.4672,housing
0,-5113.144699,55,primary education,3,married,0,F,employee,0,39476.43862,buying property for renting out
3,-220.7589447,34,secondary education,1,married,0,F,employee,0,168620.0562,purchase of a car
0,-328.5717507,48,masters degree,0,married,0,M,employee,0,195785.2346,buying property for renting out
1,,39,secondary education,1,married,0,M,civil servant,0,,car purchase
0,384224.1624,61,Secondary Education,1,married,0,M,retiree,0,203444.1432,second-hand car purchase
0,-3493.875543,47,secondary education,1,married,0,F,employee,0,66429.94187,to own a car
1,-1607.800368,32,masters degree,0,married,0,F,employee,0,133257.8541,buy commercial real estate
0,-2961.261827,41,masters degree,0,married,0,F,employee,0,41667.13051,housing
0,-2520.939325,37,secondary education,1,civil partnership,1,F,partner,1,181598.0036,having a wedding
0,-5211.816478,48,secondary education,1,married,0,F,employee,0,42860.33793,housing transactions
0,-5360.035786,50,secondary education,1,civil partnership,1,F,employee,0,92518.55418,construction of own property
0,-641.4077842,54,secondary education,1,civil partnership,1,M,employee,0,100383.1026,to have a wedding
0,-629.4862924,57,secondary education,1,unmarried,4,F,employee,0,103863.1195,purchase of the house for my family
1,336482.9241,66,secondary education,1,widow / widower,2,F,retiree,1,154095.4899,buy commercial real estate
2,-866.7298691,26,secondary education,1,married,0,F,employee,0,102157.6314,car purchase
0,,28,bachelor degree,2,married,0,M,partner,0,,cars
0,-3383.59752,38,secondary education,1,unmarried,4,F,employee,0,121433.1528,buy real estate
0,333208.8647,56,Secondary Education,1,married,0,M,retiree,1,73442.99457,to buy a car
0,386259.6751,64,secondary education,1,married,0,M,retiree,0,55758.0422,transactions with my real estate
1,-367.7581653,34,secondary education,1,married,0,M,employee,0,128461.9231,building a real estate
0,372215.3881,63,secondary education,1,divorced,3,F,retiree,0,134262.5868,buying property for renting out
0,344532.778,60,SECONDARY EDUCATION,1,widow / widower,2,F,retiree,1,72389.80253,buy real estate
1,-503.3061876,42,secondary education,1,married,0,F,partner,0,133623.7066,purchase of the house
0,-1572.052136,0,secondary education,1,married,0,F,employee,0,81994.46903,to get asupplementary education
0,380945.8513,51,secondary education,1,married,0,F,retiree,0,134363.495,purchase of the house
1,-417.131912,26,masters degree,0,married,0,M,partner,0,165705.6996,transactions with the residential real estate
1,-999.2349306,32,masters degree,0,unmarried,4,M,partner,0,477850.5692,property
0,343069.8654,64,secondary education,1,married,0,F,retiree,0,271098.8355,purchase of the house
0,-3153.129509,39,SECONDARY EDUCATION,1,civil partnership,1,F,employee,1,112424.8025,building a property
1,-1863.87108,46,secondary education,1,divorced,3,F,civil servant,0,106222.137,cars
-1,-8493.101252,61,bachelor degree,2,married,0,M,employee,0,315006.1821,property
0,-1078.089807,25,SECONDARY EDUCATION,1,unmarried,4,F,employee,0,129489.129,purchase of my own house
0,-3362.883318,55,secondary education,1,married,0,M,employee,0,197988.0264,property
0,-284.4263821,46,masters degree,0,married,0,F,partner,0,301191.5784,transactions with my real estate
0,-8013.83639,52,masters degree,0,married,0,F,employee,0,101343.5967,to become educated
0,,47,secondary education,1,married,0,F,employee,1,,cars
0,-457.5844894,38,bachelor degree,2,married,0,M,partner,0,278191.9835,second-hand car purchase
1,,38,secondary education,1,married,0,M,employee,0,,construction of own property
0,-2756.003231,43,secondary education,1,married,0,F,employee,0,259334.6114,to buy a car
0,-84.87542571,43,secondary education,1,unmarried,4,F,employee,0,83460.0267,buying property for renting out
0,-1680.093215,31,secondary education,1,divorced,3,M,partner,0,84478.87044,buy residential real estate
0,,40,secondary education,1,married,0,F,partner,0,,to own a car
0,-3249.432751,61,masters degree,0,civil partnership,1,M,employee,0,103475.8606,building a property
0,-1729.632531,74,secondary education,1,married,0,M,partner,0,124830.0796,buy residential real estate
0,,34,secondary education,1,married,0,M,employee,1,,going to university
20,-507.1600876,50,Secondary Education,1,civil partnership,1,M,partner,1,169780.8986,having a wedding
0,-297.3853284,23,masters degree,0,civil partnership,1,F,employee,0,128912.9099,having a wedding
0,-2000.751587,60,primary education,3,married,0,F,employee,0,153624.6899,university education
0,-3883.891033,41,secondary education,1,unmarried,4,F,partner,0,107232.6879,building a property
0,-652.0379678,41,SECONDARY EDUCATION,1,unmarried,4,F,employee,0,215774.9303,car
3,-2967.56089,41,secondary education,1,married,0,F,employee,1,172969.9151,purchase of the house
0,-1276.4503,54,secondary education,1,married,0,F,employee,0,106784.7911,housing
0,-1086.325926,50,secondary education,1,married,0,F,partner,0,238868.17,university education
0,-2909.351719,50,secondary education,1,unmarried,4,F,civil servant,0,117252.2232,buy real estate
0,-4802.232102,42,secondary education,1,divorced,3,F,employee,0,87425.7164,car purchase
1,,31,secondary education,1,married,0,M,employee,1,,housing transactions
1,-5407.012899,51,masters degree,0,married,0,F,civil servant,0,260922.5877,purchase of the house
0,-1521.700017,25,masters degree,0,married,0,F,partner,0,146063.5957,to buy a car
0,359884.0586,62,secondary education,1,married,0,F,retiree,0,121534.6932,to get asupplementary education
0,-5566.786291,46,masters degree,0,married,0,F,employee,0,144731.9854,getting higher education
0,-3753.202312,66,masters degree,0,civil partnership,1,M,employee,0,128673.3939,buy commercial real estate
0,-238.5311571,21,bachelor degree,2,unmarried,4,F,employee,0,167052.1032,property
0,398408.1831,64,secondary education,1,married,0,F,retiree,0,72350.93014,car purchase
1,-1195.621516,45,secondary education,1,civil partnership,1,M,employee,1,149151.5858,car
0,,34,masters degree,0,civil partnership,1,M,civil servant,0,,to have a wedding
2,-1799.436747,34,secondary education,1,married,0,M,partner,0,232298.2105,housing
0,-4109.061671,57,secondary education,1,married,0,F,employee,0,99140.94219,construction of own property
1,-2352.105924,25,secondary education,1,married,0,M,employee,0,347727.1043,housing
1,-9615.720263,50,secondary education,1,married,0,M,employee,0,130713.7671,real estate transactions
1,-577.7488824,40,secondary education,1,married,0,M,employee,0,180543.9663,purchase of the house for my family
1,-284.2285721,20,secondary education,1,married,0,M,employee,0,136808.951,getting higher education
0,-1198.057908,38,secondary education,1,married,0,M,employee,0,111892.1019,purchase of my own house
0,-775.8990742,25,secondary education,1,unmarried,4,M,employee,0,74491.62707,to buy a car
0,364767.9502,70,masters degree,0,married,0,F,retiree,0,64135.95238,to become educated
0,-4040.070178,54,secondary education,1,married,0,M,employee,1,256694.9041,going to university
1,-107.4131873,39,masters degree,0,divorced,3,F,partner,0,150121.0596,housing
0,-3470.08498,35,secondary education,1,married,0,F,employee,0,102795.0179,profile education
1,-1337.910096,36,secondary education,1,married,0,M,employee,0,176038.9341,building a property
0,-2893.844063,46,secondary education,1,married,0,F,employee,0,224806.1015,car
0,384415.9865,56,masters degree,0,married,0,M,retiree,0,160832.486,purchase of the house
0,-265.1426333,40,secondary education,1,civil partnership,1,M,employee,1,85371.41176,to have a wedding
0,-498.1623177,48,masters degree,0,married,0,M,employee,0,219227.7914,housing
0,-984.4698604,50,secondary education,1,married,0,M,partner,0,274782.9373,buying property for renting out
1,-786.9356721,30,secondary education,1,married,0,F,employee,1,109377.5811,going to university
0,,55,secondary education,1,married,0,F,retiree,0,,purchase of the house
1,-2847.878152,35,secondary education,1,married,0,F,employee,0,111307.0193,to become educated
0,334338.8855,62,secondary education,1,widow / widower,2,F,retiree,0,159652.4372,housing transactions
0,-2780.056777,49,secondary education,1,married,0,F,civil servant,0,144023.8671,purchase of a car
0,,66,secondary education,1,widow / widower,2,F,employee,0,,construction of own property
0,393246.7211,57,secondary education,1,married,0,F,retiree,0,147247.5678,buy real estate
0,-5154.422247,33,masters degree,0,divorced,3,F,employee,0,184980.0677,buying property for renting out
0,,55,secondary education,1,married,0,M,partner,0,,housing
0,-5700.517589,48,secondary education,1,married,0,F,employee,0,246370.3174,second-hand car purchase
0,333786.4244,57,secondary education,1,married,0,M,retiree,0,183927.8727,property
1,-6009.183739,37,masters degree,0,married,0,M,employee,0,404598.178,buying a second-hand car
1,-683.673912,23,secondary education,1,civil partnership,1,F,employee,0,127029.2933,car purchase
0,-454.2594439,27,masters degree,0,unmarried,4,F,partner,0,240838.1917,property
1,-1258.75434,30,secondary education,1,unmarried,4,M,employee,0,183204.5752,property renovation
3,-1223.831243,32,secondary education,1,married,0,F,employee,0,132162.2607,buying my own car
0,,58,secondary education,1,married,0,M,employee,0,,buy real estate
0,350626.057,53,secondary education,1,married,0,F,retiree,0,105736.6719,buy real estate
1,,37,secondary education,1,married,0,F,employee,0,,buy real estate
1,370254.1581,68,MASTERS DEGREE,0,married,0,F,retiree,0,504301.6204,education
0,-3279.183728,59,masters degree,0,divorced,3,F,partner,0,331933.6935,building a property
0,-1688.15893,52,secondary education,1,divorced,3,F,employee,0,87140.38403,going to university
0,-1122.156485,54,secondary education,1,unmarried,4,M,employee,1,109582.9553,to get asupplementary education
0,374623.6492,51,secondary education,1,married,0,F,retiree,0,173537.7965,cars
0,370164.9815,56,masters degree,0,widow / widower,2,F,retiree,0,120270.077,purchase of my own house
0,-5424.530359,55,secondary education,1,married,0,M,employee,0,130314.7899,buy residential real estate
0,-1179.401631,22,secondary education,1,unmarried,4,F,employee,0,133263.3797,housing transactions
1,-1265.740748,39,masters degree,0,divorced,3,F,partner,0,330727.0762,education
0,348336.6608,61,secondary education,1,married,0,F,retiree,0,78117.49076,property renovation
1,-3192.139006,45,SECONDARY EDUCATION,1,civil partnership,1,F,employee,0,145095.693,purchase of the house
0,-2209.883059,66,secondary education,1,widow / widower,2,F,civil servant,0,163060.5415,to buy a car
0,372229.6841,58,SECONDARY EDUCATION,1,unmarried,4,F,retiree,0,203173.7458,building a property
0,,64,secondary education,1,married,0,F,retiree,0,,supplementary education
20,-1005.701423,31,MASTERS DEGREE,0,married,0,F,partner,0,181325.7593,housing
2,-992.1229264,31,bachelor degree,2,married,0,F,partner,0,141671.8376,car purchase
0,-308.0264081,51,masters degree,0,unmarried,4,F,partner,0,69320.27614,buy residential real estate
0,,58,secondary education,1,married,0,F,retiree,0,,to become educated
0,-313.7622805,21,primary education,3,civil partnership,1,F,employee,0,111133.5351,having a wedding
0,389305.5638,67,secondary education,1,civil partnership,1,F,retiree,0,216161.2011,having a wedding
0,-2759.578355,48,masters degree,0,married,0,F,partner,0,65132.52774,transactions with my real estate
1,-507.2537313,21,secondary education,1,unmarried,4,M,partner,0,154141.3073,supplementary education
0,-416.9776152,31,secondary education,1,married,0,M,employee,0,101330.7203,construction of own property
1,,46,masters degree,0,civil partnership,1,M,employee,0,,having a wedding
0,,65,masters degree,0,married,0,M,employee,0,,university education
1,-4100.453264,44,secondary education,1,divorced,3,F,partner,0,232091.3843,purchase of the house
0,385995.1135,56,secondary education,1,widow / widower,2,F,retiree,0,37610.01981,buying a second-hand car
3,,0,secondary education,1,married,0,M,employee,0,,transactions with the residential real estate
2,-1551.631943,28,bachelor degree,2,married,0,F,partner,0,180061.6278,housing
0,344072.755,55,secondary education,1,married,0,F,retiree,0,133122.8556,buying my own car
2,-2238.593181,29,masters degree,0,married,0,F,partner,0,113820.6728,buy commercial real estate
0,,57,bachelor degree,2,divorced,3,F,retiree,0,,getting higher education
0,-1203.506819,53,masters degree,0,married,0,F,partner,0,443270.4456,building a property
1,-205.5890585,41,secondary education,1,married,0,M,partner,0,163115.0686,second-hand car purchase
0,392030.0127,42,secondary education,1,civil partnership,1,M,retiree,0,156461.422,wedding ceremony
0,-2801.739031,48,secondary education,1,married,0,M,employee,0,175167.916,buy commercial real estate
0,-1477.438114,44,masters degree,0,married,0,M,partner,0,2265604.029,property renovation
1,-1783.316776,22,secondary education,1,married,0,M,partner,0,68512.97417,housing transactions
1,-1674.53984,40,secondary education,1,unmarried,4,F,employee,0,139504.1317,education
3,-1460.496061,37,secondary education,1,civil partnership,1,M,employee,0,227487.5351,having a wedding
0,333347.3166,50,secondary education,1,married,0,F,retiree,0,100170.0259,going to university
0,388408.9752,64,masters degree,0,widow / widower,2,F,retiree,0,42319.91293,buy residential real estate
1,-1816.421926,38,secondary education,1,married,0,M,employee,0,185335.2691,purchase of my own house
0,338618.3037,60,secondary education,1,married,0,M,retiree,0,86180.378,transactions with the residential real estate
0,-1936.998155,54,secondary education,1,married,0,M,partner,0,149188.8001,property renovation
1,-4451.102626,35,masters degree,0,married,0,F,employee,0,107841.2826,getting an education
0,353696.7788,57,secondary education,1,married,0,F,retiree,0,118480.8374,buy real estate
0,359537.5955,35,secondary education,1,civil partnership,1,M,retiree,0,113760.2793,wedding ceremony
1,-351.833851,27,bachelor degree,2,married,0,M,employee,1,144398.7695,education
0,-1328.923732,27,secondary education,1,unmarried,4,M,partner,0,228568.6924,to buy a car
0,375085.1669,58,secondary education,1,civil partnership,1,F,retiree,0,201591.4618,to have a wedding
0,,55,secondary education,1,divorced,3,F,employee,0,,property
1,-1064.560075,29,secondary education,1,civil partnership,1,M,employee,0,263750.5699,to have a wedding
1,-433.4040106,38,Secondary Education,1,married,0,F,partner,0,185960.1716,cars
1,-384.0598471,40,masters degree,0,married,0,M,employee,0,214604.5546,building a property
0,-2541.438625,52,secondary education,1,unmarried,4,F,employee,0,331049.8026,buying my own car
0,-1594.295082,58,masters degree,0,civil partnership,1,F,partner,0,324962.9336,having a wedding
0,359216.8337,57,secondary education,1,married,0,F,retiree,0,126073.5565,supplementary education
0,-2371.234188,53,secondary education,1,married,0,M,employee,1,157910.1893,buying property for renting out
0,-500.3765607,57,secondary education,1,widow / widower,2,F,employee,0,100235.2055,getting an education
1,,31,Masters Degree,0,unmarried,4,F,civil servant,0,,purchase of the house
0,390444.7773,55,secondary education,1,married,0,F,retiree,0,279299.5998,property renovation
0,-2939.803822,50,masters degree,0,married,0,M,employee,0,310196.0636,car purchase
1,-2484.632417,32,secondary education,1,civil partnership,1,M,employee,0,209516.2395,wedding ceremony
0,-103.7562433,48,secondary education,1,married,0,F,civil servant,0,186116.371,purchase of the house
2,-2746.049112,32,masters degree,0,married,0,F,partner,0,115657.0408,purchase of a car
3,-656.4864682,28,bachelor degree,2,married,0,F,employee,0,90963.38711,buying a second-hand car
2,-493.3685346,39,secondary education,1,married,0,F,employee,0,144533.1625,building a property
1,-2597.831013,25,masters degree,0,married,0,F,partner,0,105658.555,buy commercial real estate
0,-3151.079113,40,secondary education,1,widow / widower,2,F,employee,0,271453.4424,buying my own car
2,-2041.491145,26,MASTERS DEGREE,0,married,0,F,employee,0,112550.5699,real estate transactions
1,-1354.793157,26,masters degree,0,married,0,M,partner,0,98936.44723,getting higher education
0,376037.5212,62,secondary education,1,civil partnership,1,M,retiree,0,139071.1791,to have a wedding
0,-2992.071835,53,secondary education,1,married,0,F,partner,0,33810.85938,transactions with my real estate
0,-947.0324281,45,secondary education,1,divorced,3,F,employee,0,350828.0226,building a real estate
0,,25,secondary education,1,civil partnership,1,M,employee,0,,property renovation
0,-998.0946375,49,masters degree,0,married,0,F,partner,0,239588.2745,to become educated
0,-2229.698695,57,masters degree,0,civil partnership,1,F,partner,0,302784.1086,having a wedding
1,349164.3485,60,secondary education,1,married,0,M,retiree,0,194141.9237,buying property for renting out
0,-1082.122899,31,secondary education,1,married,0,F,employee,1,121977.8059,purchase of the house for my family
2,-798.2502948,42,secondary education,1,married,0,M,employee,0,174275.3267,purchase of the house for my family
1,-4747.557337,36,secondary education,1,unmarried,4,F,employee,0,176503.8378,supplementary education
1,,33,secondary education,1,unmarried,4,M,employee,0,,buy real estate
0,-880.0095986,40,masters degree,0,unmarried,4,F,partner,0,116687.0676,housing
0,-1865.291846,46,masters degree,0,married,0,F,employee,0,185209.1008,buy real estate
1,-274.7160066,35,masters degree,0,married,0,F,partner,0,346014.5743,getting higher education
1,-904.358115,28,masters degree,0,married,0,F,employee,1,140948.4482,building a property
1,-986.3361626,38,secondary education,1,civil partnership,1,F,employee,0,196134.379,wedding ceremony
0,-328.3998075,23,bachelor degree,2,civil partnership,1,F,partner,0,159641.1593,getting an education
1,-1666.346647,32,MASTERS DEGREE,0,divorced,3,F,employee,0,211701.2202,cars
0,-1569.359165,44,secondary education,1,divorced,3,F,employee,0,143450.2486,second-hand car purchase
1,-113.349636,47,masters degree,0,civil partnership,1,M,employee,0,220094.0801,to have a wedding
2,-1604.356838,29,secondary education,1,married,0,F,employee,1,108901.1213,cars
0,-1822.121087,29,secondary education,1,married,0,F,employee,0,102228.8743,building a property
0,-3627.630282,30,masters degree,0,civil partnership,1,F,employee,0,476445.24,second-hand car purchase
1,-735.6308875,51,secondary education,1,civil partnership,1,F,partner,0,104498.4614,housing transactions
1,,40,masters degree,0,married,0,M,partner,0,,buying my own car
3,,44,secondary education,1,married,0,F,employee,0,,going to university
0,-3250.084716,48,secondary education,1,widow / widower,2,F,employee,0,228326.7584,going to university
0,-946.3988938,44,secondary education,1,divorced,3,F,employee,0,112466.6897,buy residential real estate
2,-4391.474878,40,masters degree,0,civil partnership,1,F,employee,0,113460.1445,car
0,-1069.204489,53,secondary education,1,civil partnership,1,M,employee,0,134490.1825,wedding ceremony
0,346877.6121,61,secondary education,1,married,0,F,retiree,0,262836.0907,transactions with the residential real estate
1,-326.6052685,50,secondary education,1,civil partnership,1,M,partner,0,143935.7395,purchase of the house for my family
1,,28,bachelor degree,2,married,0,F,partner,0,,property renovation
1,-3017.350711,33,masters degree,0,married,0,M,partner,0,100754.0928,transactions with my real estate
0,,47,Secondary Education,1,civil partnership,1,M,partner,0,,building a property
0,-712.0218192,42,secondary education,1,married,0,M,employee,0,331696.3633,property
0,-1322.096634,55,secondary education,1,married,0,M,employee,0,117732.0843,purchase of the house
0,385480.2905,60,SECONDARY EDUCATION,1,married,0,F,retiree,0,128937.2439,to buy a car
2,-951.5034972,38,secondary education,1,married,0,F,partner,0,82823.05323,buy commercial real estate
0,,28,secondary education,1,married,0,M,partner,0,,real estate transactions
0,-7962.736587,52,secondary education,1,married,0,F,employee,0,132291.8714,purchase of my own house
0,-1180.924125,54,secondary education,1,married,0,M,employee,0,171137.7037,to own a car
2,-1324.559101,32,masters degree,0,married,0,M,employee,0,341733.1352,to become educated
0,372509.1918,67,masters degree,0,civil partnership,1,F,retiree,0,112694.7623,to have a wedding
0,-255.7975854,23,bachelor degree,2,married,0,M,partner,0,138052.9976,buy commercial real estate
0,-1687.372093,55,secondary education,1,married,0,F,employee,0,153086.7796,buying property for renting out
1,-580.9525291,46,secondary education,1,married,0,M,partner,0,206945.2855,buy residential real estate
0,-1335.839969,36,secondary education,1,married,0,M,employee,0,219948.8074,buying a second-hand car
0,-3028.232662,49,masters degree,0,married,0,M,employee,1,162161.1775,building a real estate
2,-922.5851881,44,secondary education,1,civil partnership,1,F,employee,1,442277.9559,to have a wedding
1,-635.9090605,38,secondary education,1,married,0,F,employee,0,133197.0594,car
0,369403.9705,61,Secondary Education,1,married,0,F,retiree,0,212491.3581,education
0,,33,secondary education,1,unmarried,4,F,civil servant,0,,buy commercial real estate
0,,44,secondary education,1,married,0,F,employee,0,,to get asupplementary education
0,-2784.440505,53,secondary education,1,married,0,F,employee,0,96840.1129,buy residential real estate
0,-286.8439919,35,secondary education,1,civil partnership,1,M,employee,0,287487.9968,to have a wedding
0,-946.9355516,23,secondary education,1,unmarried,4,M,partner,1,107227.6068,to get asupplementary education
0,-1601.617984,27,masters degree,0,unmarried,4,F,partner,0,177983.957,purchase of the house for my family
2,-2008.126389,29,masters degree,0,married,0,M,partner,0,125020.7254,profile education
0,379492.1025,27,secondary education,1,unmarried,4,F,retiree,0,50969.34046,purchase of a car
0,-519.9447392,22,bachelor degree,2,unmarried,4,F,partner,0,67732.01838,buying property for renting out
0,-2868.223945,38,secondary education,1,married,0,F,employee,0,85017.80498,real estate transactions
0,369733.4652,72,secondary education,1,married,0,F,retiree,0,32870.33651,buying property for renting out
0,351092.0555,63,secondary education,1,married,0,F,retiree,0,260895.6483,building a real estate
0,-444.6134023,33,masters degree,0,married,0,F,employee,0,176902.5829,transactions with my real estate
1,-1874.546554,45,Secondary Education,1,married,0,F,employee,0,136502.9181,building a real estate
0,-1379.929986,39,masters degree,0,married,0,M,employee,0,290475.056,property renovation
0,-372.3195542,31,secondary education,1,civil partnership,1,F,employee,0,224019.7174,buy real estate
0,347897.2157,67,secondary education,1,married,0,F,retiree,0,282270.1195,buy commercial real estate
0,-372.0738633,33,secondary education,1,civil partnership,1,F,employee,0,62526.89661,car
1,-1002.338088,44,secondary education,1,married,0,F,employee,0,434296.2887,buying property for renting out
0,-1395.544011,49,masters degree,0,married,0,M,employee,0,246888.9858,second-hand car purchase
0,-1964.881999,34,masters degree,0,married,0,F,employee,0,262430.5383,property
0,-838.6854102,41,secondary education,1,civil partnership,1,F,partner,0,179069.5766,to buy a car
0,386557.6069,57,secondary education,1,civil partnership,1,F,retiree,0,198538.541,housing transactions
0,-311.0455921,45,secondary education,1,married,0,M,employee,0,173858.235,housing
0,-4999.284957,44,secondary education,1,married,0,F,partner,1,200677.5234,buying my own car
0,372764.3946,63,secondary education,1,married,0,F,retiree,0,94184.92559,transactions with my real estate
1,-5265.191312,38,secondary education,1,divorced,3,F,employee,1,159694.0184,car
0,-1131.232149,41,masters degree,0,divorced,3,F,partner,0,95937.97602,second-hand car purchase
0,-5797.457571,53,secondary education,1,married,0,F,partner,0,54526.40232,to own a car
2,-105.7947181,37,SECONDARY EDUCATION,1,married,0,F,partner,0,116472.3473,transactions with the residential real estate
0,-5591.168014,55,masters degree,0,civil partnership,1,M,partner,0,226760.2222,having a wedding
0,-3137.528095,50,masters degree,0,divorced,3,F,employee,0,162838.0428,building a property
3,-1375.766246,29,secondary education,1,married,0,F,employee,1,181158.4238,property renovation
0,-1293.802328,59,secondary education,1,unmarried,4,F,employee,0,211226.3248,profile education
20,-579.0380622,48,secondary education,1,civil partnership,1,F,employee,1,125518.0594,having a wedding
0,-3319.81923,40,Secondary Education,1,married,0,F,partner,0,136886.5682,car purchase
0,364630.1808,57,secondary education,1,married,0,F,retiree,0,166287.597,buy real estate
0,-3123.059381,36,secondary education,1,married,0,M,employee,0,182209.2206,to buy a car
0,349908.3971,60,secondary education,1,married,0,F,retiree,0,60426.64112,car purchase
0,-2229.781408,48,secondary education,1,married,0,F,partner,0,54065.30914,housing transactions
0,,37,secondary education,1,unmarried,4,F,employee,0,,profile education
